,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
1754,RNPC3,"RNA Binding Region (RNP1, RRM) Containing 3",Protein Coding,35,GC01P103525,6.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3
1755,JAK3,Janus Kinase 3,Protein Coding,51,GC19M017824,6.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3
1756,MAG,Myelin Associated Glycoprotein,Protein Coding,45,GC19P035292,6.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAG
1757,TUBB4A,Tubulin Beta 4A Class IVa,Protein Coding,45,GC19M006496,6.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4A
1758,MCOLN3,Mucolipin 3,Protein Coding,39,GC01M085019,6.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCOLN3
1759,HRH3,Histamine Receptor H3,Protein Coding,42,GC20M062214,6.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH3
1760,GCG,Glucagon,Protein Coding,41,GC02M162142,6.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG
1761,EGLN1,Egl-9 Family Hypoxia Inducible Factor 1,Protein Coding,48,GC01M231363,6.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN1
1762,DET1,DET1 Partner Of COP1 E3 Ubiquitin Ligase,Protein Coding,34,GC15M088511,6.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DET1
1763,BMPR2,Bone Morphogenetic Protein Receptor Type 2,Protein Coding,50,GC02P202376,6.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR2
1764,ZNF365,Zinc Finger Protein 365,Protein Coding,37,GC10P062374,6.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF365
1765,TYK2,Tyrosine Kinase 2,Protein Coding,52,GC19M010350,6.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2
1766,PTK2,Protein Tyrosine Kinase 2,Protein Coding,47,GC08M140657,6.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2
1767,DDR2,Discoidin Domain Receptor Tyrosine Kinase 2,Protein Coding,51,GC01P162631,6.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR2
1768,PPP1R12B,Protein Phosphatase 1 Regulatory Subunit 12B,Protein Coding,39,GC01P202348,6.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B
1769,KIF1B,Kinesin Family Member 1B,Protein Coding,44,GC01P010210,6.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1B
1770,VKORC1,Vitamin K Epoxide Reductase Complex Subunit 1,Protein Coding,47,GC16M031105,6.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VKORC1
1771,NOS1AP,Nitric Oxide Synthase 1 Adaptor Protein,Protein Coding,37,GC01P162069,6.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1AP
1772,LCP1,Lymphocyte Cytosolic Protein 1,Protein Coding,41,GC13M046132,6.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCP1
1773,IRAK1,Interleukin 1 Receptor Associated Kinase 1,Protein Coding,50,GC0XM154010,6.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1
1774,SOX3,SRY-Box Transcription Factor 3,Protein Coding,44,GC0XM140502,6.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX3
1775,PRM2,Protamine 2,Protein Coding,34,GC16M011324,6.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRM2
1776,ARHGEF2,Rho/Rac Guanine Nucleotide Exchange Factor 2,Protein Coding,45,GC01M155946,6.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF2
1777,CISD2,CDGSH Iron Sulfur Domain 2,Protein Coding,41,GC04P102868,6.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISD2
1778,FST,Follistatin,Protein Coding,46,GC05P053480,6.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FST
1779,CDK9,Cyclin Dependent Kinase 9,Protein Coding,45,GC09P127814,6.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK9
1780,ANTXR2,ANTXR Cell Adhesion Molecule 2,Protein Coding,47,GC04M079901,6.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR2
1781,SERPINA10,Serpin Family A Member 10,Protein Coding,39,GC14M094280,6.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA10
1782,MLN,Motilin,Protein Coding,35,GC06M033794,6.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLN
1783,CRHR2,Corticotropin Releasing Hormone Receptor 2,Protein Coding,42,GC07M030651,6.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR2
1784,FCGR3A,Fc Fragment Of IgG Receptor IIIa,Protein Coding,44,GC01M161541,6.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A
1785,TLR7,Toll Like Receptor 7,Protein Coding,46,GC0XP012867,6.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR7
1786,DPP4,Dipeptidyl Peptidase 4,Protein Coding,50,GC02M161992,6.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
1787,GLA,Galactosidase Alpha,Protein Coding,48,GC0XM101393,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLA
1788,FOSL1,"FOS Like 1, AP-1 Transcription Factor Subunit",Protein Coding,44,GC11M065909,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1
1789,ATP1A1,ATPase Na+/K+ Transporting Subunit Alpha 1,Protein Coding,49,GC01P116372,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1
1790,CSNK2B,Casein Kinase 2 Beta,Protein Coding,47,GC06P047308,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2B
1791,IL5,Interleukin 5,Protein Coding,44,GC05M132541,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5
1792,CYP21A2,Cytochrome P450 Family 21 Subfamily A Member 2,Protein Coding,45,GC06P047333,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2
1793,MIF,Macrophage Migration Inhibitory Factor,Protein Coding,49,GC22P023894,6.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
1794,H19,H19 Imprinted Maternally Expressed Transcript,RNA Gene,28,GC11M001995,6.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19
1795,GATA4,GATA Binding Protein 4,Protein Coding,48,GC08P011676,6.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA4
1796,FOSB,"FosB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,41,GC19P045467,6.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSB
1797,SDHD,Succinate Dehydrogenase Complex Subunit D,Protein Coding,44,GC11P112087,6.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD
1798,CR1,Complement C3b/C4b Receptor 1 (Knops Blood Group),Protein Coding,44,GC01P207496,6.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1
1799,FABP4,Fatty Acid Binding Protein 4,Protein Coding,44,GC08M081478,6.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4
1800,KCNJ8,Potassium Inwardly Rectifying Channel Subfamily J Member 8,Protein Coding,43,GC12M021764,6.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ8
1801,CFLAR,CASP8 And FADD Like Apoptosis Regulator,Protein Coding,46,GC02P201117,6.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFLAR
1802,UCP2,Uncoupling Protein 2,Protein Coding,45,GC11M073974,6.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2
1803,CCND2,Cyclin D2,Protein Coding,50,GC12P008103,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND2
1804,IFI27,Interferon Alpha Inducible Protein 27,Protein Coding,37,GC14P094104,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27
1805,EXOSC8,Exosome Component 8,Protein Coding,40,GC13P036998,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC8
1806,EXOSC1,Exosome Component 1,Protein Coding,37,GC10M097435,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC1
1807,EMP1,Epithelial Membrane Protein 1,Protein Coding,35,GC12P013196,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMP1
1808,DGKB,Diacylglycerol Kinase Beta,Protein Coding,45,GC07M014145,6.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKB
1809,CHRNA4,Cholinergic Receptor Nicotinic Alpha 4 Subunit,Protein Coding,48,GC20M063343,6.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA4
1810,ENKUR,"Enkurin, TRPC Channel Interacting Protein",Protein Coding,34,GC10M024982,6.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENKUR
1811,ADRB2,Adrenoceptor Beta 2,Protein Coding,48,GC05P148825,6.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
1812,ITK,IL2 Inducible T Cell Kinase,Protein Coding,51,GC05P157158,6.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK
1813,PLD1,Phospholipase D1,Protein Coding,48,GC03M171600,6.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD1
1814,MCTP2,Multiple C2 And Transmembrane Domain Containing 2,Protein Coding,40,GC15P097842,6.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTP2
1815,NTS,Neurotensin,Protein Coding,40,GC12P085876,6.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS
1816,MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",Protein Coding,47,GC01M150707,6.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1
1817,CXCL16,C-X-C Motif Chemokine Ligand 16,Protein Coding,40,GC17M004733,6.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL16
1818,GPBAR1,G Protein-Coupled Bile Acid Receptor 1,Protein Coding,39,GC02P218259,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPBAR1
1819,MYL3,Myosin Light Chain 3,Protein Coding,44,GC03M046836,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL3
1820,IL16,Interleukin 16,Protein Coding,42,GC15P081159,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL16
1821,SCTR,Secretin Receptor,Protein Coding,41,GC02M119439,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCTR
1822,MYL12B,Myosin Light Chain 12B,Protein Coding,38,GC18P003261,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12B
1823,ITGB1BP2,Integrin Subunit Beta 1 Binding Protein 2,Protein Coding,36,GC0XP071302,6.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1BP2
1824,SNCG,Synuclein Gamma,Protein Coding,42,GC10P086957,6.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCG
1825,NPTXR,Neuronal Pentraxin Receptor,Protein Coding,39,GC22M038818,6.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTXR
1826,GARS1,Glycyl-TRNA Synthetase 1,Protein Coding,36,GC07P030595,6.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS1
1827,SSTR2,Somatostatin Receptor 2,Protein Coding,47,GC17P073165,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR2
1828,NUP85,Nucleoporin 85,Protein Coding,39,GC17P075205,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP85
1829,KCNE5,Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 5,Protein Coding,32,GC0XM109623,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE5
1830,PLA2G15,Phospholipase A2 Group XV,Protein Coding,37,GC16P068245,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G15
1831,IBTK,Inhibitor Of Bruton Tyrosine Kinase,Protein Coding,39,GC06M082169,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBTK
1832,INPP5J,Inositol Polyphosphate-5-Phosphatase J,Protein Coding,40,GC22P031109,6.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5J
1833,C1QC,Complement C1q C Chain,Protein Coding,44,GC01P022643,6.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QC
1834,MMP7,Matrix Metallopeptidase 7,Protein Coding,48,GC11M102425,6.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7
1835,JPH3,Junctophilin 3,Protein Coding,41,GC16P087601,6.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH3
1836,PHETA1,PH Domain Containing Endocytic Trafficking Adaptor 1,Protein Coding,27,GC12M111361,6.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHETA1
1837,MYL6,Myosin Light Chain 6,Protein Coding,41,GC12P056158,6.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6
1838,CSNK2A2,Casein Kinase 2 Alpha 2,Protein Coding,47,GC16M058157,6.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2
1839,WNT5A,Wnt Family Member 5A,Protein Coding,49,GC03M055465,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
1840,IRF1,Interferon Regulatory Factor 1,Protein Coding,47,GC05M132481,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1
1841,ARSJ,Arylsulfatase Family Member J,Protein Coding,34,GC04M113901,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSJ
1842,CFI,Complement Factor I,Protein Coding,46,GC04M109740,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFI
1843,TRNT1,TRNA Nucleotidyl Transferase 1,Protein Coding,41,GC03P003126,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRNT1
1844,KHDRBS3,"KH RNA Binding Domain Containing, Signal Transduction Associated 3",Protein Coding,37,GC08P135457,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS3
1845,PDYN,Prodynorphin,Protein Coding,43,GC20M001978,6.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDYN
1846,GZMA,Granzyme A,Protein Coding,42,GC05P055102,6.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMA
1847,DNM3,Dynamin 3,Protein Coding,43,GC01P171810,6.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM3
1848,EIF2AK2,Eukaryotic Translation Initiation Factor 2 Alpha Kinase 2,Protein Coding,45,GC02M037099,6.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK2
1849,PSAT1,Phosphoserine Aminotransferase 1,Protein Coding,48,GC09P078297,6.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAT1
1850,GP1BA,Glycoprotein Ib Platelet Subunit Alpha,Protein Coding,45,GC17P004932,6.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP1BA
1851,SCARB1,Scavenger Receptor Class B Member 1,Protein Coding,45,GC12M124776,6.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARB1
1852,FKBP7,FKBP Prolyl Isomerase 7,Protein Coding,36,GC02M178463,6.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP7
1853,DCN,Decorin,Protein Coding,47,GC12M091140,6.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN
1854,LTBP3,Latent Transforming Growth Factor Beta Binding Protein 3,Protein Coding,41,GC11M065538,6.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP3
1855,CTRL,Chymotrypsin Like,Protein Coding,40,GC16M067927,6.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL
1856,TFAM,"Transcription Factor A, Mitochondrial",Protein Coding,43,GC10P058385,6.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM
1857,CXCL9,C-X-C Motif Chemokine Ligand 9,Protein Coding,39,GC04M076001,6.62,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9
1858,PCDH10,Protocadherin 10,Protein Coding,39,GC04P133149,6.62,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH10
1859,MAPKAPK5,MAPK Activated Protein Kinase 5,Protein Coding,44,GC12P111842,6.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK5
1860,NFE2L2,"Nuclear Factor, Erythroid 2 Like 2",Protein Coding,48,GC02M177227,6.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2
1861,IKBKG,Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma,Protein Coding,48,GC0XP154541,6.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKG
1862,KCNT2,Potassium Sodium-Activated Channel Subfamily T Member 2,Protein Coding,39,GC01M196225,6.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNT2
1863,PGS1,Phosphatidylglycerophosphate Synthase 1,Protein Coding,39,GC17P078378,6.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGS1
1864,PPP5C,Protein Phosphatase 5 Catalytic Subunit,Protein Coding,44,GC19P046346,6.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP5C
1865,LIF,LIF Interleukin 6 Family Cytokine,Protein Coding,43,GC22M030240,6.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF
1866,COLEC12,Collectin Subfamily Member 12,Protein Coding,39,GC18M000309,6.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLEC12
1867,CC2D1A,Coiled-Coil And C2 Domain Containing 1A,Protein Coding,39,GC19P013907,6.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D1A
1868,OPRK1,Opioid Receptor Kappa 1,Protein Coding,45,GC08M053227,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRK1
1869,PCDH18,Protocadherin 18,Protein Coding,37,GC04M137518,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH18
1870,PCDHGB5,"Protocadherin Gamma Subfamily B, 5",Protein Coding,29,GC05P143063,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGB5
1871,TBC1D24,TBC1 Domain Family Member 24,Protein Coding,39,GC16P002475,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D24
1872,PDGFA,Platelet Derived Growth Factor Subunit A,Protein Coding,44,GC07M000497,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA
1873,C9orf72,C9orf72-SMCR8 Complex Subunit,Protein Coding,41,GC09M027539,6.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72
1874,FSHR,Follicle Stimulating Hormone Receptor,Protein Coding,49,GC02M048953,6.55,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSHR
1875,ITGA2,Integrin Subunit Alpha 2,Protein Coding,45,GC05P052989,6.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2
1876,TMEM38A,Transmembrane Protein 38A,Protein Coding,36,GC19P016661,6.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM38A
1877,CYP3A5,Cytochrome P450 Family 3 Subfamily A Member 5,Protein Coding,47,GC07M099648,6.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A5
1878,SMAD6,SMAD Family Member 6,Protein Coding,46,GC15P066702,6.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD6
1879,BCHE,Butyrylcholinesterase,Protein Coding,48,GC03M165772,6.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCHE
1880,EDN2,Endothelin 2,Protein Coding,40,GC01M041478,6.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN2
1881,VAMP2,Vesicle Associated Membrane Protein 2,Protein Coding,43,GC17M008854,6.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP2
1882,DLG1,Discs Large MAGUK Scaffold Protein 1,Protein Coding,43,GC03M197042,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG1
1883,GPC1,Glypican 1,Protein Coding,43,GC02P240435,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC1
1884,PLTP,Phospholipid Transfer Protein,Protein Coding,43,GC20M045898,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLTP
1885,PGRMC1,Progesterone Receptor Membrane Component 1,Protein Coding,44,GC0XP119236,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGRMC1
1886,CHUK,Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex,Protein Coding,52,GC10M100188,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK
1887,GABBR2,Gamma-Aminobutyric Acid Type B Receptor Subunit 2,Protein Coding,47,GC09M098288,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR2
1888,TXNRD2,Thioredoxin Reductase 2,Protein Coding,46,GC22M019863,6.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD2
1889,STK39,Serine/Threonine Kinase 39,Protein Coding,44,GC02M167954,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK39
1890,TNFSF12,TNF Superfamily Member 12,Protein Coding,40,GC17P008027,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF12
1891,P2RY11,Purinergic Receptor P2Y11,Protein Coding,44,GC19P010149,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY11
1892,LOX,Lysyl Oxidase,Protein Coding,44,GC05M122063,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX
1893,PRG2,"Proteoglycan 2, Pro Eosinophil Major Basic Protein",Protein Coding,40,GC11M057386,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG2
1894,TNFRSF17,TNF Receptor Superfamily Member 17,Protein Coding,44,GC16P011965,6.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF17
1895,CX3CL1,C-X3-C Motif Chemokine Ligand 1,Protein Coding,42,GC16P057372,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1
1896,C2CD2,C2 Calcium Dependent Domain Containing 2,Protein Coding,33,GC21M041885,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD2
1897,PACSIN3,Protein Kinase C And Casein Kinase Substrate In Neurons 3,Protein Coding,37,GC11M061115,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACSIN3
1898,CFH,Complement Factor H,Protein Coding,45,GC01P196621,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH
1899,SNTB2,Syntrophin Beta 2,Protein Coding,38,GC16P069221,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNTB2
1900,PNPLA6,Patatin Like Phospholipase Domain Containing 6,Protein Coding,44,GC19P007534,6.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA6
1901,CHRM5,Cholinergic Receptor Muscarinic 5,Protein Coding,44,GC15P033968,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM5
1902,FGF1,Fibroblast Growth Factor 1,Protein Coding,48,GC05M142555,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1
1903,PCDH17,Protocadherin 17,Protein Coding,36,GC13P057630,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH17
1904,PCDHA2,Protocadherin Alpha 2,Protein Coding,36,GC05P143022,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA2
1905,PCDHA3,Protocadherin Alpha 3,Protein Coding,36,GC05P143023,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA3
1906,PCDHA1,Protocadherin Alpha 1,Protein Coding,35,GC05P143021,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA1
1907,PCDHA12,Protocadherin Alpha 12,Protein Coding,35,GC05P143150,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA12
1908,PCDHA9,Protocadherin Alpha 9,Protein Coding,35,GC05P143029,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA9
1909,PCDHAC2,"Protocadherin Alpha Subfamily C, 2",Protein Coding,34,GC05P143154,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHAC2
1910,PCDHA10,Protocadherin Alpha 10,Protein Coding,34,GC05P143030,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA10
1911,PCDHB12,Protocadherin Beta 12,Protein Coding,33,GC05P143045,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHB12
1912,PCDHB15,Protocadherin Beta 15,Protein Coding,33,GC05P143042,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHB15
1913,PCDHGA1,"Protocadherin Gamma Subfamily A, 1",Protein Coding,33,GC05P143050,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA1
1914,PCDHGA11,"Protocadherin Gamma Subfamily A, 11",Protein Coding,33,GC05P143067,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA11
1915,PCDHGA12,"Protocadherin Gamma Subfamily A, 12",Protein Coding,33,GC05P143070,6.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA12
